Name,Icon (Male),Icon (Female),Equip Slot,Caption,Weight,Damage Negation (Physical),Damage Negation (VS Strike),Damage Negation (VS Slash),Damage Negation (VS Pierce),Damage Negation (Magic),Damage Negation (Fire),Damage Negation (Lightning),Damage Negation (Holy),Immunity (Poison and Rot),Robustness (Blood),Frost,Focus (Madness),Sleep,Vitality (Death Blight),Poise,Sell Price,Drop Type,Obtainable,ID,Armor Set ID,Armor ID,Icon ID (Male),Icon ID (Female),Model ID,Armor Category,Sort Group ID,Sort ID,Resident SpEffect ID [1],Resident SpEffect ID [2],Resident SpEffect ID [3],Hidden Effect,Physical Negation (Raw),Strike Negation (Raw),Slash Negation (Raw),Pierce Negation (Raw),Magic Negation (Raw),Fire Negation (Raw),Lightning Negation (Raw),Holy Negation (Raw),Info (Unused)
Fia's Robe (Altered),,-,Body,"Robe of black cloth that covers the entire body.
Worn by Fia, the Deathbed Companion, on her journey after being exiled from her home.

The fabric itself is soft as silk and thin enough that those embraced can feel every pulse; every bit of her warmth.",3.2,2.7,4.2,2.7,2.7,11.9,11.4,11.9,12.6,34,10,-,57,-,93,0,500,Purple,Yes,1941100,194,1100,15351,15351,1596,1,20,601200,-1,-1,-1,,0.973,0.973,0.958,0.973,0.881,0.886,0.881,0.874,"Gown worn by Phia, the Deathbed Companion"
Deathbed Dress,,-,Body,"Extremely thin and sheer white dress worn by the Deathbed Companion as she embraces the dead.

Slowly replenishes the HP of nearby allies, but not that of the wearer.

The touch of the fabric is exceedingly soft, so as not to harm even the most withered corpse, while still sharing her warmth.",3.2,0.6,2.7,0.6,0.6,11.9,11.4,11.9,12.4,38,11,-,63,-,107,1,500,Purple,Yes,1930100,193,0100,15331,15331,1590,1,20,601210,6193010,-1,-1,,0.994,0.994,0.973,0.994,0.881,0.886,0.881,0.876,"Dress worn by Phia, the Deathbed Companion"
Prophet Robe,,-,Body,"Robe of exiled prophets who foretold misfortune—and were persecuted and driven from their homes as a result.

The shackles around the neck warn passersby not to lend an ear to their sermons.",6.3,6.7,6.7,6.1,6.7,13.5,12.6,13.0,13.0,46,25,-,83,-,90,3,100,Purple,Yes,622100,62,2100,13941,13941,1245,1,20,601220,-1,-1,-1,,0.933,0.939,0.933,0.933,0.865,0.874,0.87,0.87,Tunic of the exiled prophets
Prophet Robe (Altered),,-,Body,"Robe of exiled prophets who foretold misfortune—and were persecuted and driven from their homes as a result.

Made from rough fabric that scrapes against the skin like a sharpening file.",5.1,6.1,6.1,5.3,6.1,13.3,12.4,12.8,12.8,38,22,-,69,-,75,1,100,Purple,Yes,621100,62,1100,13931,13931,1241,1,20,601230,-1,-1,-1,,0.939,0.947,0.939,0.939,0.867,0.876,0.872,0.872,Robe of the exiled prophets
Corhyn's Robe,,-,Body,"Robe of Corhyn the cleric.

Even after exile, Corhyn refused to recant his prophecies. And for this, he was blessed with the guidance of grace. 

Since then, the cart wheel draped on his neck has served as a reminder. That true guidance awaits those with iron wills. Those with unwavering faith.",6.3,6.1,6.7,6.7,6.1,13.3,12.8,12.8,13.5,46,24,-,107,-,76,2,100,Purple,Yes,620100,62,0100,13921,13921,1240,1,20,601240,-1,-1,-1,,0.939,0.933,0.933,0.939,0.867,0.872,0.872,0.865,Robe of the exiled prophets
Traveling Maiden Robe,,-,Body,"Robe worn by traveling maidens.

Maidens traversed the Lands Between for different reasons. Some to seek audience with the Fingers. Others, to find the Tarnished who they were destined to guide.",4.9,5.4,6.2,6.2,4.3,13.4,12.9,13.1,13.4,46,24,-,76,-,83,2,10,Purple,Yes,900100,90,0100,14461,14461,1420,1,20,601250,-1,-1,-1,,0.946,0.938,0.938,0.957,0.866,0.871,0.869,0.866,Robe worn by traveling clerics
Traveling Maiden Robe (Altered),,-,Body,"Modest garb of traveling maidens, typically worn under their robes.",4.3,4.3,5.4,5.4,2.8,13.1,12.7,12.9,13.1,38,21,-,61,-,64,1,10,Purple,Yes,901100,90,1100,14471,14471,1421,1,20,601260,-1,-1,-1,,0.957,0.946,0.946,0.972,0.869,0.873,0.871,0.869,Tunic worn by traveling clerics
Finger Maiden Robe,,-,Body,"Robe worn by maidens who serve the Two Fingers.

The maidens live to serve a chosen Tarnished, sharing their guidance and the wisdom of the Two Fingers.

The guidance of grace would ensure that the pair be brought together. Or at least, such was the promise long ago.",4.6,5.8,4.7,4.7,3.2,13.8,13.1,13.3,13.8,38,21,-,63,-,63,2,500,Purple,Yes,902100,90,2100,14481,14481,1425,1,20,601270,-1,-1,-1,,0.942,0.953,0.953,0.968,0.862,0.869,0.867,0.862,Dress worn by Saints
Finger Maiden Robe (Altered),,-,Body,"Robe worn by maidens who serve the Two Fingers.

The maidens live to serve a chosen Tarnished, sharing their guidance and the wisdom of the Two Fingers.

The guidance of grace would ensure that the pair be brought together. Or at least, such was the promise long ago.",3.7,4.2,2.7,2.7,0.6,13.0,12.4,12.6,13.5,32,16,-,54,-,54,1,500,Purple,Yes,903100,90,3100,14491,14491,1426,1,20,601280,-1,-1,-1,,0.958,0.973,0.973,0.994,0.87,0.876,0.874,0.865,Tunic worn by Saints
Sage Robe,,-,Body,"Thick burgundy robe.
Attire of the wise sages who were deemed heretical.

Evidence that the wearer was driven from town.",5.1,6.7,6.1,6.1,4.2,13.5,12.6,13.0,13.5,38,23,-,71,-,76,2,100,Purple,Yes,430100,43,0100,13611,13611,1940,1,20,601290,-1,-1,-1,,0.933,0.939,0.939,0.958,0.865,0.874,0.87,0.865,Robe of a travelling musician gripped by death
Goldmask's Rags,,-,Body,"Worn rags that just barely cover the body.

Lord Goldmask felt no draw to the vain excesses of clothing; what use is finery to one who seeks greater brilliance?",2.4,4.2,2.7,2.7,0.6,11.9,11.4,11.9,12.8,38,11,-,60,-,60,1,500,Purple,Yes,1040100,104,0100,14781,14781,2230,1,20,601300,-1,-1,-1,,0.958,0.973,0.973,0.994,0.881,0.886,0.881,0.872,Robe worn by researchers of the Golden Order
Perfumer Robe,,-,Body,"Robe of an Erdtree Capital perfumer.

The thick front apron embroidered with a depiction of the Erdtree is proof of mastery of the apothecarial arts, and its weight symbolizes the onus of both pride and responsibility.",5.1,5.3,6.7,6.1,5.3,13.0,12.4,12.6,13.0,63,21,-,71,-,76,2,500,Purple,Yes,90100,9,0100,13061,13061,1130,1,30,602000,-1,-1,-1,,0.947,0.939,0.933,0.947,0.87,0.876,0.874,0.87,Robe of an Erdtree Capital perfumer
Perfumer Robe (Altered),,-,Body,"Robe of an Erdtree Capital perfumer.

The thick front apron embroidered with a depiction of the Erdtree is proof of mastery of the apothecarial arts, and its weight symbolizes the onus of both pride and responsibility.",4.1,4.2,6.1,5.3,4.2,12.8,11.9,12.4,12.8,54,18,-,57,63,67,2,500,Purple,Yes,91100,9,1100,13065,13065,1131,1,30,602010,-1,-1,-1,,0.958,0.947,0.939,0.958,0.872,0.881,0.876,0.872,Tunic of an Erdtree Capital perfumer
Perfumer's Traveling Garb,,-,Body,"Garb of a traveling perfumer of no renown.

The thick front apron, the badge of a perfumer, has been replaced with a more simple one made from soft leather.",5.1,6.1,6.1,5.3,4.2,13.0,13.0,12.6,13.0,57,23,-,76,-,71,2,100,Purple,Yes,100100,10,0100,13071,13071,1140,1,30,602020,-1,-1,-1,,0.939,0.947,0.939,0.958,0.87,0.87,0.874,0.87,Robe of an unaffiliated perfumer
Perfumer's Traveling Garb (Altered),,-,Body,"Garb of a traveling perfumer of no renown.

The thick front apron, the badge of a perfumer, has been replaced with a more simple one made from soft leather.",4.1,5.3,5.3,4.2,2.7,12.8,12.8,12.4,12.8,55,21,-,67,-,63,2,100,Purple,Yes,101100,10,1100,13081,13081,1141,1,30,602030,-1,-1,-1,,0.947,0.958,0.947,0.973,0.872,0.872,0.876,0.872,Tunic of an unaffiliated perfumer
Depraved Perfumer Robe,,-,Body,"Robe worn by depraved perfumers.
The embroidery on the apron is itself a curse upon the Erdtree.

These heresy-inclined perfumers imbibe their own spices to alter body and mind. Their slow descent into self-destruction is what earned them their name.",5.0,6.0,6.0,5.2,4.1,13.2,12.7,12.5,12.7,65,22,-,55,-,80,2,500,Purple,Yes,540100,54,0100,13741,13741,2080,1,30,602040,-1,-1,-1,,0.94,0.948,0.94,0.959,0.868,0.873,0.875,0.873,Robe of a depraved perfumer gripped by madness
Depraved Perfumer Robe (Altered),,-,Body,"Robe worn by depraved perfumers.
The embroidery on the apron is itself a curse upon the Erdtree.

These heresy-inclined perfumers imbibe their own spices to alter body and mind. Their slow descent into self-destruction is what earned them their name.",4.0,5.3,5.2,4.1,2.6,13.0,12.6,12.4,12.6,63,18,-,48,-,63,1,500,Purple,Yes,541100,54,1100,13751,13751,2081,1,30,602050,-1,-1,-1,,0.947,0.959,0.948,0.974,0.87,0.874,0.876,0.874,Tunic of a depraved perfumer gripped by madness
Upper-Class Robe,,-,Body,"Embroidered, bright green robe worn by noble children.
Donning such a robe is traditionally the child's first show of burgeoning independence.",4.1,4.2,6.1,6.1,2.7,12.8,11.9,12.6,13.0,38,21,-,61,-,61,1,500,Purple,Yes,962100,96,2100,14621,14621,1531,1,30,602060,-1,-1,-1,,0.958,0.939,0.939,0.973,0.872,0.881,0.874,0.87,Extravagantly embroidered noble's gown
Ruler's Robe,,-,Body,"Luxurious robe worn by lords in a smaller nation.
Its fine blue mantle serves to prove its wearer's status.",5.1,5.3,6.7,6.7,4.2,13.0,12.4,12.8,13.3,46,24,-,76,-,76,2,500,Purple,Yes,961100,96,1100,14611,14611,1530,1,30,602070,-1,-1,-1,,0.947,0.933,0.933,0.958,0.87,0.876,0.872,0.867,Extravagantly embroidered noble's robe
Consort's Robe,,-,Body,"Fine robe of white silk worn by Tanith, Lady of the Volcano Manor.

Long ago, when Rykard first set eyes on Tanith, she was working as a dancer in a foreign land. Soon, he made her his consort.
She was the only human to remain by his side when he became the serpent of blasphemy.

In that moment, Tanith was truly charmed by him.",4.1,5.3,4.2,4.2,5.3,13.0,12.4,12.4,12.8,46,25,-,67,-,63,1,500,Purple,Yes,960100,96,0100,14591,14591,1480,1,30,602080,-1,-1,-1,,0.947,0.958,0.958,0.947,0.87,0.876,0.876,0.872,"Dress of Tanith, Lady of the Volcano Manor"
Official's Attire,,-,Body,"Grubby blue robe worn by magisterial officials to carry out their grim tasks.

Surveillance, executions, gruesome rituals… The darkest duties drive the wheels of mankind.",4.1,4.2,4.2,4.2,5.3,12.8,11.9,12.4,12.8,38,22,-,61,-,64,1,500,White,Yes,964100,96,4100,14603,14603,1486,1,30,602090,-1,-1,-1,,0.958,0.958,0.958,0.947,0.872,0.881,0.876,0.872,Noble's gown woven with sturdy fabric
Marais Robe,,-,Body,"Robe with a black mantle across the shoulders.
Customarily worn by the head of House Marais.

The sons of House Marais are all sickly born.
Little wonder that Maleigh Marais would be so beguiled by the beautiful and fierce goddess who was born into rot.",4.1,5.3,6.1,4.2,2.7,12.6,12.4,12.4,12.6,42,28,-,71,-,67,2,500,White,Yes,963100,96,3100,14601,14601,1485,1,30,602100,-1,-1,-1,,0.947,0.958,0.939,0.973,0.874,0.876,0.876,0.874,Noble's cape woven with sturdy fabric
Fur Raiment,,-,Body,"Raiment fashioned from a bristly pelt.
Worn by ancestral follower warriors.

The ancestral followers keep their distance from the Erdtree, awaiting new buds. They are certain to sprout from their very flesh, and indeed, their souls.",5.1,6.1,6.7,6.1,6.1,6.7,7.1,8.8,7.1,63,42,-,55,-,38,1,100,White,Yes,300100,30,0100,13421,13421,1760,1,30,602110,-1,-1,-1,,0.939,0.939,0.933,0.939,0.933,0.929,0.912,0.929,Garb worn by worshippers of stag specters
Shaman Furs,,-,Body,"Raiment fashioned from a bristly pelt.
Worn by ancestral follower shamans.

The ancestral followers live a distance from the Erdtree, awaiting new buds. They are certain to sprout from their very flesh, and indeed, their souls.",5.1,5.3,6.1,5.3,8.0,8.0,7.1,8.0,6.7,63,42,-,55,-,35,2,100,White,Yes,301100,30,1100,13426,13426,1765,1,30,602120,-1,-1,-1,,0.947,0.947,0.939,0.92,0.92,0.929,0.92,0.933,%null%
Godskin Apostle Robe,,-,Body,"Robe made by sewing together patches of smooth skin.
Worn by the Godskin Apostles.

The apostles, once said to serve Destined Death, are wielders of the god-slaying black flame. But after their defeat by Maliketh, the Black Blade, the source of their power was sealed away.",4.1,6.1,5.3,5.3,2.7,12.6,11.9,12.4,13.8,42,21,-,67,-,63,2,1000,White,Yes,520100,52,0100,13721,13721,2060,1,30,602130,-1,-1,-1,,0.939,0.947,0.947,0.973,0.874,0.881,0.876,0.862,Robe made from tanned Demigod skin
Godskin Noble Robe,,-,Body,"Robe made by sewing together patches of smooth skin.
Subcutaneous fat makes it plump and soft. Worn by Godskin Nobles, known for their seven-face aprons.

Strengthens the Noble Presence incantation.

Nobles are the most ancient apostles who are said to have assimilated inhuman physiology. Not unlike the crucible, the Erdtree in its primordial form.",6.3,6.1,9.5,6.7,6.1,13.0,12.4,12.6,14.1,46,25,-,76,-,83,5,1000,White,Yes,530100,53,0100,13731,13731,2070,1,30,602140,6053010,-1,-1,,0.939,0.933,0.905,0.939,0.87,0.876,0.874,0.859,Robe made from tanned corpulent Demigod skin
Fell Omen Cloak,,-,Body,"A cloak of ragged fur worn about the exposed body of Margit, the Fell Omen.

Having slaughtered countless champions during the Shattering, the Fell Omen has become a horror to those who harbor ambitions for the Erdtree, or for Lordship.",5.1,6.1,6.7,6.7,6.1,13.0,12.4,12.6,12.8,42,25,-,71,-,83,2,2000,White,Yes,1050100,105,0100,14791,14791,2240,1,30,602150,-1,-1,-1,,0.939,0.933,0.933,0.939,0.87,0.876,0.874,0.872,"Robe worn by Morgott, the Elden Lord"
Sanguine Noble Robe,,-,Body,"Robe of dyed black cloth featuring gold embroidery.
Worn by the nobles who serve the Lord of Blood.

The grand metallic pattern on the shoulder is a signifier of the noble rank they intend to claim upon the advent of the new dynasty they are working to install.",5.1,6.1,5.3,5.3,5.3,13.3,11.9,13.0,13.5,50,21,-,83,-,76,2,500,White,Yes,320100,32,0100,13451,13451,1790,1,30,602160,-1,-1,-1,,0.939,0.947,0.947,0.947,0.867,0.881,0.87,0.865,Robe of dyed black cloth featuring gold embroidery
Lord of Blood's Robe,,-,Body,"Attire of Mohg, Lord of Blood, embroidered with an extravagant gold emblem on black cloth.

The dress of a Luminary, the reigning lord and hierarch of the coming dynasty of Mohgwyn. Or perhaps, of a raving lunatic.",8.1,9.3,10.0,8.6,8.6,10.0,12.2,12.2,13.3,63,23,-,55,-,55,8,2000,White,Yes,480100,48,0100,13681,13681,2020,1,30,602170,-1,-1,-1,,0.907,0.914,0.9,0.914,0.9,0.878,0.878,0.867,"Robe of Mohg, Lord of Blood"
Lord of Blood's Robe (Altered),,-,Body,"Attire of Mohg, Lord of Blood, embroidered with an extravagant gold emblem on black cloth.

The dress of a Luminary, the reigning lord and hierarch of the coming dynasty of Mohgwyn. Or perhaps, of a raving lunatic.",7.3,8.9,9.6,8.1,8.1,9.6,12.0,12.0,13.4,57,19,-,47,-,47,7,2000,White,Yes,481100,48,1100,14711,14711,2021,1,30,602180,-1,-1,-1,,0.911,0.919,0.904,0.919,0.904,0.88,0.88,0.866,"Gown of Mohg, Lord of Blood"
Leather Armor,,,Body,"Lightweight and battle-proven leather armor worn by a savvy soldier.

Many admire the wearer of this armor for his chivalrous and forthright spirit.",7.1,8.0,9.5,8.0,8.8,9.5,9.5,10.2,10.2,60,35,-,42,-,50,2,100,White,Yes,1400100,140,0100,14971,14976,1560,1,40,603000,-1,-1,-1,,0.92,0.92,0.905,0.912,0.905,0.905,0.898,0.898,Dirty leather armor worn by bandits
Blue Cloth Vest,,-,Body,"Vest of a nomadic warrior.
The blue color of its fabric symbolizes brisk waters, as fluid and flowing as the sword in the hand of its wearer.

Just as still waters turn foul, stagnation leads to decay.
Warriors must remain ever drifting.",7.7,9.5,9.5,8.0,8.0,10.2,10.9,11.9,9.5,63,42,-,50,-,50,6,100,White,Yes,670100,67,0100,14031,14031,1290,1,40,603010,-1,-1,-1,,0.905,0.92,0.905,0.92,0.898,0.891,0.881,0.905,"Vest of a nomadic warrior, made of blue cloth"
Noble's Traveling Garb,,-,Body,"Traveling attire fashioned from metallic white silk thread. Worn by expatriated royalty.

A gift of such rare beauty, a royal wouldn't disgrace their illustrious heritage even if found dead, in a ditch, in the middle of nowhere, while wearing such splendid raiment.",6.3,6.1,6.7,6.1,6.7,13.3,13.5,13.0,13.3,46,24,-,76,-,83,2,500,White,Yes,740100,74,0100,14131,14131,1390,1,40,603020,-1,-1,-1,,0.939,0.939,0.933,0.933,0.867,0.865,0.87,0.867,Armor of expatriated royalty
War Surgeon Gown,,-,Body,"Bloodstained white gown of the war surgeons who were effectively mercy killers.

Of the surgeons that were abducted by the Lord of Blood, none were able to tame the accursed blood.
None but Varré, that is; though he was an exception.",6.9,7.0,7.9,8.7,7.0,9.4,10.1,10.8,10.1,53,37,-,44,-,48,5,100,White,Yes,680100,68,0100,14041,14041,1300,1,40,603030,-1,-1,-1,,0.93,0.913,0.921,0.93,0.906,0.899,0.892,0.899,"Old white tunic, stained with blood"
War Surgeon Gown (Altered),,-,Body,"Bloodstained white gown of the war surgeons who were effectively mercy killers.

Of the surgeons that were abducted by the Lord of Blood, none were able to tame the accursed blood.
None but Varré, that is; though he was an exception.",6.1,6.6,7.0,7.9,6.6,8.7,9.4,10.1,9.4,45,32,-,38,-,42,2,100,White,Yes,681100,68,1100,14051,14051,1301,1,40,603040,-1,-1,-1,,0.934,0.921,0.93,0.934,0.913,0.906,0.899,0.906,Physician's vest made from thick leather
Nomadic Merchant's Finery,,-,Body,"Finery of the nomadic merchants.
Decorated with tiny gems in a wide spectrum of colors.

These merchants once thrived as the Great Caravan, but after being accused of heretical beliefs, their entire clan was rounded up and buried alive far underground.

Then, they chanted a curse of despair, and summoned the flame of frenzy.",7.2,8.0,8.8,7.1,6.7,9.5,9.5,9.5,8.8,57,32,-,71,-,46,3,100,White,Yes,250100,25,0100,13321,13321,1710,1,40,603050,-1,-1,-1,,0.92,0.929,0.912,0.933,0.905,0.905,0.905,0.912,Peddler Kalé's cloak
Nomadic Merchant's Finery (Altered),,-,Body,"Finery of the nomadic merchants.
Decorated with tiny gems in a wide spectrum of colors.

These merchants once thrived as the Great Caravan, but after being accused of heretical beliefs, their entire clan was rounded up and buried alive far underground.

Then, they chanted a curse of despair, and summoned the flame of frenzy.",6.1,7.0,7.9,6.6,6.0,8.7,8.7,8.7,7.9,50,25,-,61,-,38,1,100,Purple,Yes,251100,25,1100,13331,13331,1711,1,40,603060,-1,-1,-1,,0.93,0.934,0.921,0.94,0.913,0.913,0.913,0.921,Peddler Kalé's vest
Bandit Garb,,-,Body,"Leather garb worn by bandits.

Light for ease of movement, and supple for masking sound. In trade, they offer little damage negation.",7.7,8.0,8.8,9.5,9.5,10.2,10.2,10.9,9.5,52,32,-,54,-,54,4,100,Purple,Yes,931100,93,1100,14541,14541,1451,1,40,603070,-1,-1,-1,,0.92,0.905,0.912,0.905,0.898,0.898,0.891,0.905,Vest worn by followers of the deadly birds
Confessor Armor,,-,Body,"Black leather armor for blending in with the darkness.
Worn by church confessors.

The churches outside the Lands Between, dedicated to the teachings of the Two Fingers, send confessors out to follow the guidance of grace.

The confessors are loyal servants to the Two Fingers, ready to hunt down and quietly dispose of their enemies.",8.3,8.8,10.9,8.8,9.5,11.4,11.4,12.4,10.2,63,50,-,50,-,55,6,100,Purple,Yes,880100,88,0100,14421,14421,1400,1,40,603080,-1,-1,-1,,0.912,0.912,0.891,0.905,0.886,0.886,0.876,0.898,Black robe of those who kill for a living
Confessor Armor (Altered),,-,Body,"Black leather armor for blending in with the darkness.
Worn by church confessors.

The churches outside the Lands Between, dedicated to the teachings of the Two Fingers, send confessors out to follow the guidance of grace.

The confessors are loyal servants to the Two Fingers, ready to hunt down and quietly dispose of their enemies.",7.3,7.6,9.8,7.6,8.4,10.5,10.5,11.5,9.1,54,42,-,42,-,45,4,100,Purple,Yes,881100,88,1100,14431,14431,1401,1,40,603090,-1,-1,-1,,0.924,0.924,0.902,0.916,0.895,0.895,0.885,0.909,Vest of those who kill for a living
Omenkiller Robe,,-,Body,"Robe worn by the Omenkillers, butchers of twisted conscience.

Its thick apron is worn in remembrance of Rollo, the progenitor of the Omenkillers and a perfumer of antiquity.",7.1,8.8,8.0,7.1,7.1,8.8,9.5,11.4,10.2,67,28,-,46,-,46,6,200,Purple,Yes,1890100,189,0100,15271,15271,2530,1,40,603100,-1,-1,-1,,0.912,0.929,0.92,0.929,0.912,0.905,0.886,0.898,Robe worn by Executioners
